sentence,target_bigram,difficulty
reading regularly reveals remarkable insights and requires real effort and genuine dedication,re,2
the restaurant received remarkable reviews from returning and regular visitors all year,re,2
research requires real resources and reveals remarkable and reliable results worth sharing,re,2
the recent report revealed a remarkable trend in reliable research across the region,re,2
reading regularly requires real reflection and reveals remarkable new insights about life,re,2
the restaurant received remarkable reviews and regular returning customers were thrilled with the results,re,2
research reveals remarkable results and requires real and reliable resources to be credible,re,2
the recent trend in research requires real effort and reliable reflection on the data,re,2
reading regularly reveals remarkable insights and requires real and genuine effort over time,re,2
the restaurant received remarkable and reliable reviews from returning regular visitors throughout the year,re,2
research requires real resources and reveals remarkable reliable and relevant results worth presenting,re,2
the recent research report revealed a remarkably consistent trend across multiple regions of the study,re,3
reading regularly requires real effort and genuine reflection on what truly matters in our lives,re,3
the restaurant received remarkable reviews from returning visitors who genuinely appreciated the remarkable service quality,re,3
research requires real resources and a reliable reference framework to produce credible and relevant results,re,3
the recent report revealed a remarkable and reliable result from the rigorous and well-resourced research,re,3
reading requires real effort and reveals remarkable new insights about our relationship with the world,re,3
the restaurant received remarkable reviews and returned regular customers throughout the year with remarkable consistency,re,3
research reveals remarkable results and requires real reliable resources to produce genuinely meaningful and relevant work,re,3
the recent trend in research requires real reflection and reliable resources to reach credible conclusions,re,3
reading regularly reveals remarkable insights and requires real effort and genuine intellectual dedication over time,re,3
